"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
"3177",2010-08-27,"The Last Exorcism",1800000,41034350,70165900,"Lionsgate","PG-13","Horror"
"3178",1976-11-16,"Carrie",1800000,25878153,25878153,"United Artists",NA,"Horror"
"3179",1984-11-09,"A Nightmare on Elm Street",1800000,25504513,25504513,"New Line","R","Horror"
"3180",2012-06-27,"Beasts of the Southern Wild",1800000,12795746,23265132,"Fox Searchlight","PG-13","Drama"
"3181",2002-11-15,"El crimen de padre Amaro",1800000,5719000,5719000,"Goldwyn Entertainment","R","Drama"
"3182",2001-06-15,"Songcatcher",1800000,3050934,3050934,"Lionsgate","PG-13","Drama"
"3183",2011-08-23,"Higher Ground",1800000,841056,842693,"Sony Pictures Classics","R","Drama"
"3184",2010-10-08,"I Spit on Your Grave",1750000,93051,1278471,"Anchor Bay Entertai","R","Horror"
"3185",2001-11-23,"In the Bedroom",1700000,35930604,42137871,"Miramax","R","Drama"
"3186",2008-03-19,"La misma luna",1700000,12590147,23271741,"Weinstein Co","PG-13","Drama"
"3187",2014-02-28,"The Lunchbox",1700000,4231500,12231500,"Sony Pictures Classics","PG","Drama"
"3188",2013-10-04,"Grace Unplugged",1700000,2507159,2507159,"Roadside Attractions","PG","Drama"
"3189",1999-10-01,"Happy, Texas",1700000,2039192,2891228,"Miramax","PG-13","Comedy"
"3190",2015-12-18,"Saul fia",1700000,1777043,9696537,"Sony Pictures Classics","R","Drama"
"3191",2005-06-17,"My Summer of Love",1700000,1000915,4727375,"Focus Features","R","Drama"
"3192",2005-06-24,"Yes",1700000,396035,661221,"Sony Pictures Classics","R","Drama"
"3193",1999-04-09,"Foolish",1600000,6026908,6026908,"Artisan","R","Comedy"
"3194",2006-01-27,"Bubble",1600000,145382,145382,"Magnolia Pictures","R","Drama"
"3195",1999-01-15,"Mississippi Mermaid",1600000,27795,2627795,"MGM","R","Drama"
"3196",2005-11-04,"I Love Your Work",1600000,3264,3264,"ThinkFilm","R","Comedy"
"3197",2011-04-01,"Insidious",1500000,54009150,99870886,"FilmDistrict","R","Horror"
"3198",2016-10-21,"Moonlight",1500000,27854931,65322266,"A24","R","Drama"
"3199",2003-09-12,"Cabin Fever",1500000,21158188,30351664,"Lionsgate","R","Horror"
"3200",1989-09-08,"Kickboxer",1500000,14533681,14533681,"Cannon","R","Action"
"3201",1988-02-26,"Bloodsport",1500000,11806119,11806119,"Cannon","R","Action"
"3202",2005-10-05,"The Squid and the Whale",1500000,7372734,11191423,"IDP Goldwyn Roadside","R","Drama"
"3203",1979-04-20,"Dawn of the Dead",1500000,5100000,55000000,"United Film Distrib",NA,"Horror"
"3204",1994-09-23,"Exotica",1500000,5046118,5046118,"Miramax","R","Drama"
"3205",2013-07-26,"The To Do List",1500000,3491669,4128828,"CBS Films","R","Comedy"
"3206",1998-06-26,"Buffalo '66",1500000,2380606,2380606,"Lionsgate","R","Comedy"
"3207",1984-03-02,"Repo Man",1500000,2300000,2300000,"Universal",NA,"Comedy"
"3208",2016-10-21,"I€™m Not Ashamed",1500000,2082980,2082980,"Pure Flix Entertain","PG-13","Drama"
"3209",2002-04-19,"Nueve Reinas",1500000,1222889,12412889,"Sony Pictures Classics","R","Drama"
"3210",2013-04-19,"The Lords of Salem",1500000,1165881,1541131,"Anchor Bay Entertai","R","Horror"
"3211",2005-03-25,"The Ballad of Jack and Rose",1500000,712294,1126258,"IFC Films","R","Drama"
"3212",2002-05-17,"The Believer",1500000,406035,1840248,"Sony Pictures","R","Drama"
"3213",2008-03-07,"Snow Angels",1500000,402858,414404,"Warner Independent","R","Drama"
"3214",2011-02-11,"MOOZ-lum",1500000,362239,372239,"Peace Film LLC","PG-13","Drama"
"3215",2011-08-19,"Amigo",1500000,184705,184705,"Variance Films","R","Drama"
"3216",2007-09-07,"Hatchet",1500000,175281,240396,"Anchor Bay Entertai","R","Horror"
"3217",2008-10-31,"My Name is Bruce",1500000,173066,173066,"Image Entertainment","R","Horror"
"3218",1936-02-05,"Modern Times",1500000,163245,165049,"Kino International","G","Comedy"
"3219",2007-05-11,"The Salon",1500000,139084,139084,"Freestyle Releasing","PG-13","Comedy"
"3220",2002-03-22,"Stolen Summer",1500000,119841,119841,"Miramax","PG","Drama"
"3221",2005-09-28,"Forty Shades of Blue",1500000,75828,172569,"Vitagraph Films","R","Drama"
"3222",2009-10-09,"Trucker",1500000,52429,52429,"Monterey Media","R","Drama"
"3223",2018-07-20,"Teefa in Trouble",1500000,0,98806,"Yash Raj Films",NA,"Action"
"3224",2006-03-17,"Fetching Cody",1500000,0,0,NA,NA,"Drama"
"3225",2011-06-03,"The Lion of Judah",1500000,0,0,"Rocky Mountain Pict","PG","Adventure"
"3226",2015-11-20,"Mustang",1400000,845464,5545484,"Cohen Media Group","PG-13","Drama"
"3227",2005-04-29,"The Holy Girl",1400000,304124,1261792,"Fine Line","R","Drama"
"3228",1998-10-09,"Festen",1300000,1647780,1647780,"October Films","R","Comedy"
"3229",1996-10-11,"Trees Lounge",1300000,749741,749741,"Orion Classics","R","Drama"
"3230",2007-03-23,"Journey from the Fall",1300000,635305,635305,"Imaginasian","R","Drama"
"3231",2000-05-05,"The Basket",1300000,609042,609042,"MGM","PG","Drama"
"3232",1985-03-15,"Def-Con 4",1300000,210904,210904,"New World",NA,"Action"
"3233",1981-04-30,"Friday the 13th Part 2",1250000,21722776,21722776,"Paramount Pictures",NA,"Horror"
"3234",1984-08-31,"C.H.U.D.",1250000,4700000,4700000,"New World",NA,"Horror"
"3235",2013-04-19,"Filly Brown",1250000,2850357,2940411,"Lionsgate","R","Drama"
"3236",2004-10-29,"Saw",1200000,55968727,103880027,"Lionsgate","R","Horror"
"3237",1989-08-04,"Sex, Lies, and Videotape",1200000,24741667,36741667,"Miramax","R","Drama"
"3238",2002-02-15,"Super Troopers",1200000,18492362,23046142,"Fox Searchlight","R","Comedy"
"3239",2002-02-22,"Monsoon Wedding",1200000,13876974,27025600,"USA Films","R","Comedy"
"3240",2000-11-10,"You Can Count on Me",1200000,9180275,10827356,"Paramount Vantage","R","Drama"
"3241",2013-04-19,"Home Run",1200000,2859955,2859955,"Samuel Goldwyn Films","PG-13","Drama"
"3242",2000-07-07,"But I'm a Cheerleader",1200000,2205627,2509344,"Lionsgate","R","Comedy"
"3243",2012-04-13,"Blue Like Jazz",1200000,595018,595018,"Roadside Attractions","PG-13","Comedy"
"3244",2015-08-28,"Que Horas Ela Volta?",1200000,376976,3247411,"Oscilloscope Pictures","R","Drama"
"3245",1982-11-19,"Q",1200000,255000,255000,"United Film Distrib",NA,"Horror"
"3246",2004-06-18,"Grand Theft Parsons",1200000,0,0,"Swipe Films","PG-13","Drama"
"3247",2012-09-07,"Crowsnest",1200000,0,0,"IFC Midnight","R","Horror"
"3248",2012-09-14,"Airborne",1200000,0,0,"Image Entertainment",NA,"Horror"
"3249",2014-03-21,"God€™s Not Dead",1150000,60755732,63777092,"Pure Flix Entertain","PG","Drama"
"3250",2005-10-07,"Waiting...",1125000,16124543,18673274,"Lionsgate","R","Comedy"
"3251",2005-12-25,"Wolf Creek",1100000,16186348,29005064,"Weinstein Co","R","Horror"
"3252",2005-02-11,"Ong-Bak",1100000,4563167,24062965,"Magnolia Pictures","R","Action"
"3253",2012-03-23,"Serbuan maut",1100000,4105123,9297407,"Sony Pictures Classics","R","Action"
"3254",1987-09-04,"The Offspring",1100000,1355728,1355728,"Moviestore Entertai","R","Horror"
"3255",2012-05-18,"Beyond the Black Rainbow",1100000,56491,56491,"Mongrel Media","R","Drama"
"3256",1943-01-23,"Casablanca",1039000,10462500,10462500,"Warner Bros","PG","Drama"
"3257",1976-11-21,"Rocky",1000000,117235147,225000000,"United Artists","PG","Drama"
"3258",2012-01-06,"The Devil Inside",1000000,53262945,101759490,"Paramount Pictures","R","Horror"
"3259",2015-04-17,"Unfriended",1000000,32789645,62869004,"Universal","R","Horror"
"3260",1976-02-08,"Taxi Driver",1000000,28262574,28316211,"Columbia","R","Drama"
"3261",1980-02-01,"The Fog",1000000,21378361,21378361,"Avco Embassy",NA,"Horror"
"3262",2013-08-23,"You're Next",1000000,18494006,26887177,"Lionsgate","R","Horror"
"3263",2012-05-25,"Chernobyl Diaries",1000000,18119640,42411721,"Warner Bros","R","Horror"
"3264",1981-04-10,"The Howling",1000000,17985000,17985000,"Avco Embassy",NA,"Horror"
"3265",1963-05-08,"Dr. No",1000000,16067035,59567035,"MGM","PG","Action"
"3266",1987-09-18,"Hellraiser",1000000,14564000,14575148,"New World","R","Horror"
"3267",2000-08-18,"Godzilla 2000",1000000,10037390,10037390,"Sony Pictures","PG","Action"
"3268",2010-12-29,"Blue Valentine",1000000,9737892,16566240,"Weinstein Co","R","Drama"
"3269",2006-01-20,"Transamerica",1000000,9015303,16553163,"Weinstein Co","R","Drama"
"3270",1970-01-01,"Beyond the Valley of the Dolls",1000000,9000000,9000000,"20th Century Fox",NA,"Comedy"
"3271",2018-07-20,"Unfriended: Dark Web",1000000,8783985,9620953,"OTL Releasing","R","Horror"
"3272",2015-09-25,"The Green Inferno",1000000,7192291,12931569,"High Top Releasing","R","Horror"
"3273",2012-10-19,"The Sessions",1000000,6002451,11495204,"Fox Searchlight","R","Drama"
"3274",2012-03-23,"October Baby",1000000,5355847,5391992,"Five   Two Pictures","PG-13","Drama"
"3275",2014-09-12,"The Skeleton Twins",1000000,5284309,5797192,"Lionsgate Roadside","R","Drama"
"3276",2005-08-03,"Junebug",1000000,2678010,3553253,"Sony Pictures Classics","R","Drama"
"3277",2008-08-01,"Frozen River",1000000,2511476,6030129,"Sony Pictures Classics","R","Drama"
"3278",2001-11-21,"Sidewalks of New York",1000000,2402459,3575308,"Paramount Vantage","R","Comedy"
"3279",1998-04-24,"Two Girls and a Guy",1000000,2057193,2315026,"Fox Searchlight","R","Drama"
"3280",2009-09-18,"The Secrets of Jonathan Sperry",1000000,1355079,1355079,"Five   Two Pictures","PG","Drama"
"3281",2003-09-19,"Bubba Ho-Tep",1000000,1239183,1492895,"Vitagraph Films","R","Comedy"
"3282",2001-12-07,"No Man's Land",1000000,1067481,2684207,"MGM","R","Drama"
"3283",1998-10-09,"Slam",1000000,1009819,1087521,"Trimark","R","Drama"
"3284",2017-08-18,"Patti Cake$",1000000,800148,1471090,"Fox Searchlight","R","Comedy"
"3285",2000-12-01,"Panic",1000000,779137,1425707,"Roxie Releasing","R","Drama"
"3286",2014-05-09,"Palo Alto",1000000,767732,1156309,"TriBeca Films","R","Drama"
"3287",2011-07-29,"The Future",1000000,568662,1239174,"Roadside Attractions","R","Drama"
"3288",2003-02-14,"All the Real Girls",1000000,549666,703020,"Sony Pictures Classics","R","Drama"
"3289",2014-10-24,"23 Blast",1000000,549185,549185,"Abramorama Films","PG-13","Drama"
"3290",1997-06-20,"Dream With The Fishes",1000000,542909,542909,"Sony Pictures Classics","R","Drama"
"3291",2003-05-02,"Blue Car",1000000,464126,475367,"Miramax","R","Drama"
"3292",2007-10-19,"Wristcutters: A Love Story",1000000,446165,473769,"Autonomous Films","R","Comedy"
"3293",2000-05-05,"Luminarias",1000000,428535,428535,NA,"R","Comedy"
"3294",2014-07-18,"I Origins",1000000,336472,852399,"Fox Searchlight","R","Drama"
"3295",2003-08-22,"The Battle of Shaker Heights",1000000,280351,839145,"Miramax","PG-13","Comedy"
"3296",2002-12-30,"Love Liza",1000000,213137,213137,NA,"R","Drama"
"3297",2001-08-22,"Lisa Picard is Famous",1000000,113433,113433,NA,"PG-13","Comedy"
"3298",2009-10-30,"The House of the Devil",1000000,101215,102812,"Magnolia Pictures","R","Horror"
"3299",2012-06-01,"Hardflip",1000000,96734,96734,"Rocky Mountain Pict","PG-13","Drama"
"3300",2016-03-11,"Creative Control",1000000,63014,63014,"Magnolia Pictures","R","Drama"
"3301",2014-10-17,"Camp X-Ray",1000000,9837,9837,"IFC Films","R","Drama"
"3302",2008-11-21,"Special",1000000,7202,26822,"Revolver Entertainment","R","Drama"
"3303",2015-04-10,"The Sisterhood of Night",1000000,6870,6870,"Freestyle Releasing","PG-13","Drama"
"3304",2005-03-18,"The Helix€¦Loaded",1000000,3700,3700,"Romar","R","Comedy"
"3305",2015-05-15,"Childless",1000000,1036,1036,"Monterey Media","R","Drama"
"3306",2006-04-21,"In Her Line of Fire",1000000,884,884,"Regent Releasing","R","Action"
"3307",2006-09-15,"Jimmy and Judy",1000000,0,0,"Outrider Pictures","R","Action"
"3308",2009-07-17,"The Poker House",1000000,0,0,"Phase 4 Films","R","Drama"
"3309",2005-09-23,"Proud",1000000,0,0,"Castle Hill Product","PG","Drama"
"3310",2008-12-31,"Steppin: The Movie",1000000,0,0,"Weinstein Co","PG-13","Comedy"
"3311",2010-01-29,"Zombies of Mass Destruction",1000000,0,0,"After Dark","R","Comedy"
"3312",2006-04-14,"Hard Candy",950000,1024640,8267066,"Lionsgate","R","Horror"
"3313",2002-09-27,"Charly",950000,814666,814666,"Excel Entertainment","PG","Comedy"
"3314",2012-04-13,"L!fe Happens",930000,30905,30905,"PMK BNC","R","Comedy"
"3315",2017-05-12,"Lowriders",916000,6179955,6188421,"BH Tilt","PG-13","Drama"
"3316",2013-07-12,"Fruitvale Station",900000,16098998,17549645,"Weinstein Co","R","Drama"
"3317",2016-04-01,"Meet the Blacks",900000,9097072,9097072,"Freestyle Releasing","R","Comedy"
"3318",2011-08-26,"Circumstance",900000,454121,958978,"Roadside Attractions","R","Drama"
"3319",2006-08-25,"The Quiet",900000,381420,381420,"Sony Pictures Classics","R","Drama"
"3320",1942-08-13,"Bambi",858000,102797000,268000000,"RKO Radio Pictures","G","Drama"
"3321",2012-08-31,"For a Good Time, Call",850000,1251749,1386088,"Focus Features","R","Comedy"
"3322",2004-01-30,"Latter Days",850000,833118,865708,"TLA Releasing","R","Drama"
"3323",2002-10-25,"Time Changer",825000,1500711,1500711,"Five   Two Pictures","PG","Drama"
"3324",2011-12-30,"Jodaeiye Nader az Simin",800000,7098492,24426169,"Sony Pictures Classics","PG-13","Drama"
"3325",1996-05-10,"Welcome to the Dollhouse",800000,4198137,5034794,"Sony Pictures Classics","R","Comedy"
"3326",2003-03-28,"Raising Victor Vargas",800000,2073984,2900578,"Samuel Goldwyn Films","R","Drama"
"3327",1993-10-01,"Ruby in Paradise",800000,1001437,1001437,NA,"R","Drama"
"3328",2004-05-07,"The Mudge Boy",800000,62544,62544,"Strand","R","Drama"
"3329",2004-08-06,"Saints and Soldiers",780000,1310470,1310470,"Excel Entertainment","PG-13","Drama"
"3330",1973-08-11,"American Graffiti",777000,115000000,140000000,"Universal","PG","Drama"
"3331",2012-06-08,"Safety Not Guaranteed",750000,4010957,4422318,"FilmDistrict","R","Comedy"
"3332",2012-02-03,"The Innkeepers",750000,78396,1011535,"Magnolia Pictures","R","Horror"
"3333",2014-08-29,"Il conformista",750000,59656,89609,"Kino Lorber","R","Drama"
"3334",2005-07-01,"Undead",750000,41196,229250,"Lionsgate","R","Horror"
"3335",2013-10-11,"All the Boys Love Mandy Lane",750000,0,1960521,"Radius","R","Horror"
"3336",1968-06-25,"La mariÃ©e Ã©tait en noir",747000,44566,44566,"Film Forum",NA,"Drama"
"3337",2006-08-11,"Half Nelson",700000,2697938,4911725,"ThinkFilm","R","Drama"
"3338",1998-06-19,"Hav Plenty",650000,2301777,2301777,"Miramax","R","Comedy"
"3339",1999-07-14,"The Blair Witch Project",600000,140539099,248300000,"Artisan","R","Horror"
"3340",1977-08-10,"The Kentucky Fried Movie",600000,15000000,20000000,"United Film Distrib",NA,"Comedy"
"3341",2000-10-31,"Mercy Streets",600000,173599,173599,NA,"PG-13","Drama"
"3342",1999-07-02,"Broken Vessels",600000,15030,85343,NA,"R","Drama"
"3343",2015-05-22,"Drunk Wedding",600000,3301,3301,"Paramount Pictures","R","Comedy"
"3344",1964-08-11,"A Hard Day's Night",560000,1537860,1626784,"Universal","G","Comedy"
"3345",1980-05-09,"Friday the 13th",550000,39754601,59754601,"Paramount Pictures",NA,"Horror"
"3346",2008-09-26,"Fireproof",500000,33456317,33473297,"Samuel Goldwyn Films","PG","Drama"
"3347",1974-11-15,"Benji",500000,31559560,31559560,NA,"G","Adventure"
"3348",2003-10-03,"The Station Agent",500000,5801558,9470209,"Miramax","R","Drama"
"3349",2010-01-22,"To Save a Life",500000,3777210,3824868,"Samuel Goldwyn Films","PG-13","Drama"
"3350",2002-02-01,"The Singles Ward",500000,1250798,1250798,"Halestorm Entertain","PG","Comedy"
"3351",2004-01-30,"Osama",500000,1127331,1971479,"MGM","PG-13","Drama"
"3352",2000-06-09,"Groove",500000,1115313,1167524,"Sony Pictures Classics","R","Comedy"
"3353",2003-01-31,"The R.M.",500000,1111615,1111615,"Halestone","PG","Comedy"
"3354",1999-07-30,"Twin Falls Idaho",500000,985341,1027228,"Sony Pictures Classics","R","Drama"
"3355",2004-08-20,"Mean Creek",500000,603951,1348750,"Paramount Vantage","R","Drama"
"3356",2013-08-23,"Drinking Buddies",500000,343706,407100,"Magnolia Pictures","R","Drama"
"3357",1998-02-13,"Hurricane Streets",500000,334041,367582,"MGM",NA,"Drama"
"3358",2003-08-29,"Civil Brand",500000,254293,254293,"Lionsgate","R","Drama"
"3359",2010-10-29,"Monsters",500000,237301,5639730,"Magnet Pictures","R","Drama"
"3360",2006-03-24,"Lonesome Jim",500000,154187,602789,"IFC Films","R","Comedy"
"3361",2015-12-11,"O Menino e o Mundo",500000,129479,271893,"GKIDS","PG","Adventure"
"3362",1991-01-01,"Johnny Suede",500000,55000,55000,"Miramax","R","Drama"
"3363",2005-10-21,"The Californians",500000,4134,4134,"Fabrication Films","PG","Drama"
"3364",2001-11-02,"Everything Put Together",500000,0,7890,NA,"R","Drama"
"3365",2009-09-25,"Paranormal Activity",450000,107918810,194183034,"Paramount Pictures","R","Horror"
"3366",2006-03-31,"Brick",450000,2075743,4243996,"Focus Rogue Pictures","R","Drama"
"3367",1997-08-22,"Sunday",450000,410919,450349,NA,NA,"Drama"
"3368",2006-08-11,"Conversations with Other Women",450000,379418,1297745,"Fabrication Films","R","Comedy"
"3369",1990-08-03,"Metropolitan",430000,2938000,2938000,NA,"PG-13","Comedy"
"3370",2004-06-11,"Napoleon Dynamite",400000,44540956,46122713,"Fox Searchlight","PG","Comedy"
"3371",1975-05-10,"Monty Python and the Holy Grail",400000,3427696,5028948,NA,NA,"Comedy"
"3372",2006-08-02,"Quinceanera",400000,1692693,2797199,"Sony Pictures Classics","R","Drama"
"3373",2008-10-24,"Heroes",400000,655538,655538,"Eros Entertainment","R","Adventure"
"3374",1983-01-01,"E tu vivrai nel terrore - L'aldilÃ ",400000,126387,126387,NA,NA,"Horror"
"3375",2001-07-27,"Jackpot",400000,44452,44452,NA,"R","Drama"
"3376",2004-12-10,"Fabled",400000,31425,31425,"Indican Pictures","R","Horror"
"3377",2005-10-13,"The Dark Hours",400000,423,423,"Freestyle Releasing","R","Horror"
"3378",1986-04-01,"My Beautiful Laundrette",400000,0,0,"Orion Classics",NA,"Drama"
"3379",1980-01-01,"Maniac",350000,10000000,10000000,"Analysis",NA,"Horror"
"3380",1987-01-01,"American Ninja 2: The Confrontation",350000,4000000,4000000,NA,NA,"Action"
"3381",1957-04-13,"12 Angry Men",340000,0,0,"United Artists",NA,"Drama"
"3382",1978-10-17,"Halloween",325000,47000000,70000000,"Compass International","R","Horror"
"3383",1999-11-24,"Tumbleweeds",312000,1350248,1788168,"Fine Line","PG-13","Drama"
"3384",2000-03-10,"God's Army",300000,2637726,2652515,"Excel Entertainment","PG","Drama"
"3385",2003-10-17,"Pieces of April",300000,2528664,3571253,"MGM","PG-13","Comedy"
"3386",1996-09-20,"When The Cat's Away",300000,1652472,2525984,"Sony Pictures Classics","R","Comedy"
"3387",2008-12-10,"Wendy and Lucy",300000,865695,1416046,"Oscilloscope Pictures","R","Drama"
"3388",1998-09-11,"Let's Talk About Sex",300000,373615,373615,"Fine Line",NA,"Comedy"
"3389",2005-07-15,"First Morning",300000,87264,87264,"Illuminare","PG-13","Drama"
"3390",2011-03-11,"3 Backyards",300000,39475,39475,"Screen Media Films","R","Drama"
"3391",1998-08-07,"First Love, Last Rites",300000,10876,10876,"Strand","R","Drama"
"3392",2005-05-06,"Fighting Tommy Riley",300000,10514,10514,"Freestyle Releasing","R","Drama"
"3393",2012-08-17,"Compliance",270000,319285,830700,"Magnolia Pictures","R","Drama"
"3394",2002-06-28,"Lovely and Amazing",250000,4210379,4613482,"Lionsgate","R","Drama"
"3395",2017-04-28,"Sleight",250000,3930990,3934450,"High Top Releasing","R","Action"
"3396",2003-04-11,"Better Luck Tomorrow",250000,3802390,3809226,"Paramount Pictures","R","Drama"
"3397",2011-10-28,"Like Crazy",250000,3395391,3728400,"Paramount Pictures","PG-13","Drama"
"3398",2000-07-14,"Chuck&Buck",250000,1055671,1157672,"Artisan","R","Drama"
"3399",1997-03-28,"Love and Other Catastrophes",250000,212285,743216,"Fox Searchlight","R","Comedy"
"3400",1998-08-28,"I Married a Strange Person",250000,203134,203134,"Lionsgate",NA,"Comedy"
"3401",2005-07-22,"November",250000,191862,191862,"Sony Pictures Classics","R","Drama"
